car_id,price,car_age,engine_volume,cylinders,car_run_km,safety_feature_count,comfort_feature_count,manufacturer,model,fuel_type,gear_type,drive_type,color,category,abs,esd,el_windows,conditioner,leather,hydraulics,chair_warming,climat_control,customs_passed,tech_inspection,has_turbo,right_wheel,start_stop,back_camera,is_dealer,is_spec
74958197,5850.0,19,2000.0,4,220000.0,1,8,Skoda,Octavia,Petrol,Manual,Front,White,Sedan,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
74958213,44923.0,7,1969.0,4,0.0,3,16,Volvo,XC 60,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74051717,13000.0,7,2400.0,4,54000.0,3,23,Jeep,Cherokee,Petrol,Tiptronic,Front,Black,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
73414413,6500.0,7,1500.0,4,75000.0,3,21,Honda,Clarity,Plug-in Hybrid,Variator,Front,Carnelian red,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
74517953,11500.0,9,2500.0,4,97000.0,3,19,Mazda,CX-5,Petrol,Tiptronic,Front,Grey,Jeep,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
73927673,5200.0,11,3500.0,6,165000.0,3,19,Toyota,Sienna,Petrol,Automatic,Front,Grey,Minivan,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
74101905,7000.0,10,3500.0,6,148000.0,3,18,Toyota,Sienna,Petrol,Automatic,Front,Silver,Minivan,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
74793453,4600.0,9,3500.0,6,174000.0,3,18,Toyota,Sienna,Petrol,Automatic,Front,White,Minivan,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
74958237,55000.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74958253,45593.0,7,1969.0,4,0.0,3,16,Volvo,XC 60,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74958389,7500.0,15,3000.0,6,190400.0,3,27,Mercedes-Benz,C 300,Petrol,Automatic,4x4,Silver,Sedan,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
74958289,41660.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74958305,52706.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74958261,3600.0,17,1500.0,4,260800.0,2,8,Toyota,Prius,Petrol,Automatic,Front,Black,Sedan,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
72870765,4499.0,15,1600.0,4,190000.0,2,15,Hyundai,i 30,Diesel,Manual,Front,Black,Universal,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
74958309,12800.0,11,2000.0,4,182400.0,3,24,BMW,328,Petrol,Tiptronic,Rear,White,Sedan,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
74958325,41744.0,7,1969.0,4,0.0,3,16,Volvo,XC 60,Diesel,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74623277,13500.0,6,2500.0,4,17000.0,3,22,Toyota,Camry,Petrol,Tiptronic,Front,Silver,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
73605705,8700.0,11,2500.0,4,124000.0,3,19,Mazda,Mazda 6,Petrol,Tiptronic,Front,Red,Sedan,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0
74958257,30000.0,10,2400.0,6,106030.0,3,37,Hyundai,Tucson,Petrol,Tiptronic,Front,Black,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
73724237,5300.0,12,3500.0,6,146000.0,3,18,Toyota,Highlander,Petrol,Automatic,Front,White,Jeep,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
74958265,1200.0,31,1800.0,4,1000.0,0,1,Opel,Omega,Petrol,Manual,Front,Green,Sedan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
74958277,41995.0,7,3000.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74958345,5300.0,11,1400.0,4,138000.0,3,18,Chevrolet,Cruze,Petrol,Tiptronic,Front,Brown,Sedan,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0
74958357,49359.0,7,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955401,10700.0,10,2500.0,4,146776.0,3,19,Toyota,Camry,Petrol,Automatic,Front,Blue,Sedan,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
74955001,55000.0,5,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74954945,3200.0,24,2000.0,4,200000.0,2,25,Mercedes-Benz,C 200,Petrol,Tiptronic,Rear,Blue,Coupe,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74954957,47685.0,7,2000.0,4,0.0,3,16,Volvo,XC 60,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74954973,3700.0,18,2000.0,4,296000.0,2,16,Volkswagen,Golf,Diesel,Automatic,Front,Blue,Hatchback,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
74954909,48000.0,3,2200.0,6,8430.0,3,23,Hyundai,Palisade,Diesel,Automatic,4x4,Brown,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74955025,3100.0,22,2000.0,4,240000.0,1,8,Toyota,Caldina,Petrol,Automatic,4x4,Black,Hatchback,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
74954985,5400.0,15,1800.0,4,275200.0,2,13,Toyota,Prius,Hybrid,Automatic,Front,Grey,Hatchback,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74955045,47677.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955037,14000.0,10,2500.0,4,38000.0,3,22,Toyota,RAV 4,Petrol,Automatic,4x4,Red,Jeep,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
74955081,50530.0,5,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,Silver,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955077,4200.0,20,1800.0,4,170000.0,2,15,Mercedes-Benz,C 230,CNG,Tiptronic,Rear,Brown,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74955121,14300.0,11,2000.0,4,168000.0,3,24,Hyundai,Santa FE,Petrol,Tiptronic,4x4,White,Jeep,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
74955129,53961.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955145,9300.0,14,2500.0,4,155000.0,2,18,Toyota,RAV 4,Petrol,Automatic,4x4,Silver,Jeep,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
74955169,51869.0,5,1969.0,4,0.0,3,16,Volvo,XC 60,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955153,15800.0,8,2500.0,4,57000.0,3,23,Toyota,Camry,Petrol,Tiptronic,Front,Blue,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
73023593,8500.0,10,2000.0,4,196800.0,3,20,Ford,C-MAX,Hybrid,Variator,Front,Grey,Hatchback,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
74955453,9000.0,8,2400.0,4,83000.0,3,20,Hyundai,Sonata,Petrol,Automatic,Front,Blue,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
74955205,53794.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74481597,4100.0,16,2400.0,4,126000.0,2,14,Suzuki,Kizashi,LPG,Variator,Front,Blue,Sedan,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
74955273,55000.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955309,41451.0,6,1969.0,4,0.0,3,16,Volvo,XC 60,Petrol,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955297,5300.0,14,1800.0,4,150000.0,2,17,Toyota,Prius,Hybrid,Automatic,Front,Grey,Sedan,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
74955317,4800.0,19,1900.0,4,256800.0,2,18,Opel,Zafira,Diesel,Tiptronic,Front,Silver,Minivan,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
74955365,2500.0,24,2000.0,4,0.0,1,10,Honda,CR-V,Petrol,Manual,4x4,Blue,Jeep,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
74955369,35718.0,7,1969.0,4,0.0,3,16,Volvo,XC 60,Diesel,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955585,5000.0,12,1400.0,6,192000.0,2,22,Chevrolet,Cruze,Petrol,Tiptronic,Front,Beige,Sedan,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
71279487,1100.0,13,1400.0,4,160000.0,2,16,Fiat,500,Petrol,Manual,Front,White,Hatchback,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
72140265,6000.0,24,4600.0,8,134000.0,3,23,BMW,740,Petrol,Automatic,Rear,Black,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74954665,2500.0,25,2200.0,4,400000.0,0,3,Mercedes-Benz,Vito,Diesel,Manual,Front,Black,Minivan,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
74955505,6200.0,10,1400.0,4,179200.0,3,24,Volkswagen,Jetta,Petrol,Tiptronic,Front,Grey,Sedan,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
72709533,27500.0,12,4700.0,8,189870.0,3,39,Mercedes-Benz,GL 550,Petrol,Tiptronic,4x4,Black,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0
74955905,36723.0,10,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955937,38472.0,6,1999.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955917,44254.0,9,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955829,55000.0,6,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955837,6200.0,13,2500.0,4,216000.0,3,23,Volkswagen,Passat,Petrol,Tiptronic,Front,Black,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
74955849,35969.0,10,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,Black,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955889,39308.0,8,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,Black,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955885,3700.0,25,2000.0,4,0.0,0,4,Volkswagen,Jetta,Petrol,Manual,Front,Blue,Sedan,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
74955857,3000.0,27,2200.0,4,1234.0,3,16,Mercedes-Benz,E 220,Diesel,Automatic,Rear,Silver,Sedan,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0
74955729,6650.0,11,2000.0,4,154505.0,0,1,Ford,Fusion,Hybrid,Automatic,Front,White,Sedan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
74955781,2350.0,22,1600.0,4,185000.0,2,25,Opel,Zafira,Petrol,Manual,Front,Blue,Minivan,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
74948533,1400.0,27,2000.0,4,400000.0,2,4,Mercedes-Benz,E 200,Petrol,Manual,Rear,Blue,Sedan,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
74955801,23267.0,15,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74956093,13000.0,21,1800.0,4,240000.0,2,19,Mercedes-Benz,C 230,Petrol,Tiptronic,Rear,Beige,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74955973,48103.0,9,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74956013,23267.0,14,2999.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74955873,1700.0,28,2500.0,5,398000.0,1,6,Mercedes-Benz,C 250,Diesel,Manual,Rear,Blue,Universal,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0
74956037,40907.0,9,2993.0,4,0.0,3,16,Land Rover,Discovery,Diesel,Automatic,Front,Grey,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74956045,2700.0,17,1300.0,4,184000.0,2,15,Opel,Corsa,Diesel,Manual,Front,Grey,Coupe,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
74956181,5500.0,12,2400.0,4,238400.0,3,29,Kia,Optima,Hybrid,Tiptronic,Front,Black,Sedan,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0
74956289,3300.0,27,3000.0,6,289001.0,2,16,Mitsubishi,Montero,CNG,Automatic,4x4,Green,Jeep,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74956241,3000.0,18,1900.0,4,191000.0,3,18,Renault,Megane,Diesel,Manual,Front,Black,Coupe,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
74956361,2700.0,19,1500.0,4,0.0,3,14,Toyota,Prius,Petrol,Variator,Front,Black,Sedan,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
74956581,2700.0,26,1900.0,4,253000.0,2,16,BMW,318,Petrol,Manual,Rear,Black,Sedan,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74956609,11500.0,18,3600.0,6,0.0,1,12,Hummer,H 3,CNG,Automatic,4x4,Grey,Jeep,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74956629,7200.0,15,2500.0,4,261885.0,2,19,Ford,Escape,Hybrid,Automatic,Front,Black,Jeep,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74956833,8000.0,12,1800.0,4,190000.0,2,20,Mercedes-Benz,C 250,Petrol,Tiptronic,Rear,Grey,Coupe,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
74956709,4900.0,17,2400.0,4,206000.0,3,23,Toyota,Camry,Hybrid,Variator,Front,Grey,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74796753,5400.0,11,1800.0,4,123200.0,1,14,Volkswagen,Jetta,Petrol,Automatic,Front,Blue,Sedan,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0
74439509,3700.0,23,3000.0,6,400000.0,2,18,BMW,X5,Petrol,Tiptronic,Rear,Silver,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
72231761,4350.0,19,1300.0,4,194000.0,1,7,Honda,FIT,Petrol,Manual,Front,Grey,Hatchback,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74182013,4350.0,22,1300.0,4,122000.0,1,6,Honda,FIT,Petrol,Variator,Front,Green,Hatchback,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
73679149,2100.0,29,1300.0,4,111000.0,1,7,Mitsubishi,Colt,Petrol,Manual,Front,Green,Coupe,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
74953397,33041.0,6,1991.0,4,0.0,3,16,Mercedes-Benz,CLA 45 AMG,Petrol,Automatic,Front,Black,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74953417,11000.0,10,2000.0,4,169600.0,3,24,Hyundai,Sonata,Petrol,Tiptronic,Front,White,Sedan,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
74953421,6500.0,12,1500.0,4,108000.0,2,17,Toyota,Prius C,Hybrid,Automatic,Front,Blue,Hatchback,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
74953429,26246.0,10,1991.0,4,0.0,3,16,Mercedes-Benz,CLA 45 AMG,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74953501,15606.0,10,2143.0,4,0.0,3,16,Mercedes-Benz,CLA 45 AMG,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
71678545,3650.0,21,1500.0,4,172000.0,1,7,Honda,FIT,Petrol,Manual,Front,Black,Hatchback,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
74075049,3250.0,23,1500.0,4,164000.0,1,7,Honda,FIT,Petrol,Variator,Front,Grey,Hatchback,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
73231473,5300.0,13,1300.0,4,129000.0,1,8,Honda,FIT,Petrol,Variator,Front,White,Hatchback,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
74953537,43082.0,4,1991.0,4,0.0,3,16,Mercedes-Benz,CLA 45 AMG,Petrol,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74953481,4200.0,13,1200.0,3,88000.0,2,11,Nissan,March,Petrol,Automatic,Front,Silver,Hatchback,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
74953465,23435.0,9,1991.0,4,0.0,3,16,Mercedes-Benz,CLA 45 AMG,Diesel,Automatic,Front,White,Jeep,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
74674185,8000.0,14,2000.0,4,130000.0,2,20,Hyundai,Tucson,Petrol,Tiptronic,4x4,Grey,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74953357,5000.0,12,1300.0,4,10100.0,0,1,Honda,FIT,Hybrid,Automatic,Front,White,Sedan,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
74256597,9700.0,11,3500.0,6,99000.0,3,23,Subaru,Forester,Petrol,Tiptronic,4x4,Silver,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74953377,4300.0,21,2400.0,6,254400.0,1,13,Toyota,RAV 4,Petrol,Automatic,Front,Silver,Jeep,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74953593,7500.0,15,1600.0,4,127000.0,2,17,Nissan,Juke,Petrol,Automatic,Front,Black,Jeep,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
73664989,4350.0,21,1300.0,4,118000.0,1,6,Honda,FIT,Petrol,Variator,Front,Blue,Hatchback,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
68334237,3400.0,17,1500.0,4,308149.0,1,11,Toyota,Prius,Hybrid,Automatic,Front,Black,Sedan,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
73368045,4800.0,14,1800.0,4,155000.0,1,12,Chevrolet,Cruze,Petrol,Automatic,Front,Grey,Sedan,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74372953,2700.0,25,1600.0,4,220000.0,1,10,Opel,Astra,CNG,Manual,Front,Blue,Coupe,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
74202501,3500.0,20,1500.0,4,185000.0,2,14,Honda,FIT,LPG,Variator,Front,Silver,Hatchback,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0
74149617,10500.0,14,3000.0,6,290000.0,3,37,Mercedes-Benz,ML 350,Diesel,Tiptronic,4x4,Black,Jeep,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
73639693,26500.0,8,3500.0,6,69932.0,3,23,Mercedes-Benz,GLE 350,Petrol,Tiptronic,4x4,Black,Jeep,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
73731161,7800.0,12,2500.0,4,316800.0,2,25,Toyota,Camry,Hybrid,Automatic,Front,Grey,Sedan,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0
74399805,2900.0,19,1500.0,4,210000.0,2,10,Subaru,Impreza,Petrol,Automatic,Front,Silver,Sedan,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0
74438181,7300.0,15,2000.0,4,163500.0,2,33,Audi,A4,Petrol,Manual,4x4,Red,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0
74953881,10300.0,7,2000.0,4,44800.0,3,23,Hyundai,Elantra,Petrol,Tiptronic,Front,Blue,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
74953693,5600.0,11,1800.0,4,128000.0,2,16,Volkswagen,Jetta,Petrol,Tiptronic,Front,Silver,Sedan,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
74953697,8700.0,12,2500.0,4,33000.0,3,23,Toyota,Camry,Petrol,Tiptronic,Front,Silver,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
74953741,13900.0,9,2000.0,4,71000.0,2,19,Hyundai,Santa FE,Petrol,Automatic,4x4,Grey,Jeep,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0
74953913,3200.0,14,1400.0,4,1000.0,1,10,Ford,Fiesta,Petrol,Manual,Front,White,Sedan,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
74498953,6300.0,16,2400.0,4,140000.0,2,21,Toyota,Camry,Hybrid,Variator,Front,Silver,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74953761,9500.0,10,1800.0,4,217600.0,3,37,Toyota,Prius V,Hybrid,Variator,Front,Black,Universal,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0
74786893,9600.0,9,1300.0,4,68000.0,2,21,Fiat,500X,Petrol,Tiptronic,Front,Red,Hatchback,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
74627597,36500.0,4,2000.0,4,16960.0,3,37,Lexus,NX 300,Petrol,Tiptronic,4x4,Grey,Jeep,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
74847509,13500.0,19,2700.0,6,171000.0,3,39,Toyota,Land Cruiser Prado,Petrol,Automatic,4x4,Black,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0
74812673,4700.0,13,1400.0,4,257600.0,3,39,Chevrolet,Cruze,Petrol,Tiptronic,Front,Red,Sedan,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
74953797,4600.0,23,2700.0,4,346175.0,2,27,Mercedes-Benz,E 270,Diesel,Automatic,Rear,Silver,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74253521,8700.0,10,1600.0,4,120000.0,3,22,Mini,Countryman,Petrol,Tiptronic,Front,White,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74953941,12000.0,14,3500.0,7,311679.0,2,15,Mercedes-Benz,ML 350,Diesel,Automatic,4x4,Black,Jeep,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
74953977,8000.0,9,2500.0,4,149000.0,3,22,Toyota,Camry,Petrol,Tiptronic,Front,Black,Sedan,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
73873445,4900.0,12,1800.0,4,175000.0,2,14,Chevrolet,Cruze,Petrol,Manual,Front,Silver,Sedan,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
74954097,18000.0,10,3500.0,4,86400.0,3,23,Lexus,RX 350,Petrol,Tiptronic,4x4,White,Jeep,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
74954113,3900.0,25,2200.0,4,251000.0,2,14,Mercedes-Benz,E 220,Diesel,Tiptronic,Rear,Silver,Sedan,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
74954241,4200.0,25,2400.0,6,290000.0,2,15,Mercedes-Benz,E 240,Petrol,Tiptronic,Rear,Silver,Sedan,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
74954249,10500.0,12,2500.0,12,86000.0,3,22,Toyota,Camry,Hybrid,Automatic,Front,White,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74954229,5800.0,12,2500.0,5,104000.0,2,18,Volkswagen,Jetta,Petrol,Manual,Front,Black,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74164085,11600.0,14,3500.0,6,145000.0,3,23,Mercedes-Benz,ML 350,LPG,Automatic,4x4,Black,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74953621,16000.0,19,3000.0,4,303000.0,2,17,Toyota,Land Cruiser Prado,Diesel,Automatic,4x4,Black,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
74870089,8600.0,18,3300.0,6,193000.0,3,20,Lexus,RX 400,Hybrid,Variator,Front,Beige,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74954209,8800.0,13,1800.0,6,139000.0,3,24,Mercedes-Benz,C 250,Petrol,Tiptronic,Rear,Grey,Coupe,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
74954221,7000.0,18,4500.0,8,20000.0,3,20,Mercedes-Benz,GL 450,Petrol,Tiptronic,4x4,Black,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
74954213,2800.0,28,1600.0,4,250000.0,1,7,Opel,Vectra,CNG,Manual,Front,Green,Universal,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
73530813,7000.0,12,1800.0,4,210000.0,1,24,Toyota,Prius,Hybrid,Variator,Front,Silver,Sedan,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0
74954469,11800.0,15,5500.0,8,160000.0,3,39,Mercedes-Benz,E 350,Petrol,Tiptronic,Rear,Grey,Sedan,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0
74954497,1100.0,19,1500.0,4,180000.0,3,13,Toyota,Prius,Hybrid,Automatic,Front,White,Hatchback,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
74954877,8800.0,12,2000.0,4,49000.0,2,21,BMW,328,Petrol,Tiptronic,Rear,Grey,Sedan,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
74954721,3200.0,15,1300.0,4,239724.0,1,9,Honda,Civic,Hybrid,Automatic,Front,White,Sedan,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
74954537,7700.0,10,1800.0,4,149000.0,3,23,Toyota,Prius,Hybrid,Automatic,Front,Green,Hatchback,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
74954773,7700.0,18,3500.0,6,167000.0,2,16,Toyota,Hilux,CNG,Automatic,4x4,Silver,Jeep,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
